sample_id,sampling_id,sample_type,code,property,date,amphibian_spp,amphibian_svl,amphibian_weight,amphibian_sex,amphibian_age,amphibian_notes,pcr_ct,pcr_qty,pcr_ipc_ct,pcr_inhibited,infected,zsp_eq,vernal
cln_876,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,22.5,1.75,NA,juvenile,GS44,31.7266,1.21991,31,0,1,97.593,0
cln_877,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,21.5,1.25,NA,juvenile,,32.1742,0.905508,31.5214,0,1,72.441,0
cln_878,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,23.8,2,NA,juvenile,,22.0593,437.967,25.4429,0,1,35037.36,0
cln_879,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,23.1,1.5,NA,juvenile,GS45,36.3532,0.0653978,31.0509,0,1,5.232,0
cln_880,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,25.9,1.75,NA,juvenile,,29.5261,4.39427,30.2409,0,1,351.542,0
cln_881,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,26.5,2.5,NA,juvenile,,33.5792,0.361445,30.7257,0,1,28.916,0
cln_882,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,29.7,3.75,NA,juvenile,GS45,24.2458,113.816,26.4794,0,1,9105.28,0
cln_883,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,23.8,1.5,NA,juvenile,GS45,29.6382,4.10082,29.762,0,1,328.066,0
cln_884,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,24.4,2.25,NA,juvenile,GS44,33.9018,0.296272,30.4556,0,1,23.702,0
cln_885,Jul_22,swab,GDPND009,Garin Dry Creek Regional Park,7/26/22,RADR,22.2,2.5,NA,juvenile,GS45,32.2715,0.809187,30.7834,0,1,64.735,0
cln_886,Jul_22,swab,BARN,Blue Oak Ranch Reserve,7/26/22,PSRE,21.5,1.5,NA,juvenile,,0,0,31.3113,0,0,0,1
cln_887,Jul_22,swab,BARN,Blue Oak Ranch Reserve,7/26/22,PSRE,21.85,1.25,NA,juvenile,,0,0,31.3419,0,0,0,1
cln_888,Jul_22,swab,BARN,Blue Oak Ranch Reserve,7/26/22,PSRE,22.35,1.25,NA,juvenile,,0,0,31.3464,0,0,0,1
cln_889,Jul_22,swab,NORTH,Blue Oak Ranch Reserve,7/26/22,BUBO,77.1,65,m,adult,trapped in hole :(,0,0,30.6921,0,0,0,1
cln_890,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,19.8,0.5,NA,juvenile,,0,0,31.3515,0,0,0,0
cln_891,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,19.7,0.5,NA,juvenile,extra back right leg,36.3747,0.0645364,30.9525,0,1,5.163,0
cln_892,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,21.8,1,NA,juvenile,,31.0368,1.73193,30.575,0,1,138.554,0
cln_893,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,19.1,0.5,NA,juvenile,,37.5712,0.0308712,31.4287,0,1,2.47,0
cln_894,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,21.4,1,NA,juvenile,"back left leg injured, lethargic",31.7109,1.23279,31.3131,0,1,98.623,0
cln_895,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,20.1,0.5,NA,juvenile,missing front left hand (predation/injury),0,0,31.806,0,0,0,0
cln_896,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,22.5,1,NA,juvenile,,0,0,32.3014,0,0,0,0
cln_897,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,21.3,0.75,NA,juvenile,,27.3672,22.2354,29.2151,0,1,1778.832,0
cln_898,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,18.9,0.5,NA,juvenile,,0,0,31.4638,0,0,0,0
cln_899,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,PSRE,19.4,0.75,NA,juvenile,,31.0678,1.89174,31.0685,0,1,151.339,0
cln_900,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,34,2.75,NA,juvenile,,0,0,31.7625,0,0,0,0
cln_901,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,33.2,2.25,NA,juvenile,,0,0,32.0777,0,0,0,0
cln_902,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,26.4,2,NA,juvenile,,35.1772,0.122589,31.881,0,1,9.807,0
cln_903,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,27.8,2,NA,juvenile,,36.6165,0.0470122,32.4122,0,1,3.761,0
cln_904,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,34.5,3,NA,juvenile,,0,0,31.1524,0,0,0,0
cln_905,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,34.4,3,NA,juvenile,,0,0,31.1087,0,0,0,0
cln_906,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,30.8,2.25,NA,juvenile,,35.1157,0.111031,30.7462,0,1,8.882,0
cln_907,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,37.5,3.5,NA,juvenile,,0,0,30.9731,0,0,0,0
cln_908,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,30.4,3.75,NA,juvenile,,0,0,31.3003,0,0,0,0
cln_909,Jul_22,swab,PRPND010,Pleasanton Ridge Regional Park,7/27/22,BUBO,27.9,1.75,NA,juvenile,,32.3031,0.761355,30.157,0,1,60.908,0
cln_910,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,16.3,0.75,NA,juvenile,,0,0,30.6854,0,0,0,0
cln_911,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,15.6,0.5,NA,juvenile,injured back leg,0,0,31.3047,0,0,0,0
cln_912,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,13.7,0.25,NA,juvenile,,0,0,30.8092,0,0,0,0
cln_913,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,14,0.75,NA,juvenile,,0,0,31.4099,0,0,0,0
cln_914,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,15.5,0.75,NA,juvenile,missing back left foot (predation) only 1 foot swabbed,0,0,31.2574,0,0,0,0
cln_915,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,15.6,0.75,NA,juvenile,,0,0,30.8543,0,0,0,0
cln_916,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,14,0.5,NA,juvenile,,0,0,31.0815,0,0,0,0
cln_917,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,15.5,0.5,NA,juvenile,,0,0,30.6515,0,0,0,0
cln_918,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,17.3,0.75,NA,juvenile,,0,0,30.8286,0,0,0,0
cln_919,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,PSRE,15.2,1.25,NA,juvenile,,0,0,31.4834,0,0,0,0
cln_920,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,19.8,1,NA,juvenile,,0,0,31.0114,0,0,0,0
cln_921,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,28.4,1.75,NA,juvenile,"swab was dropped, and redone",0,0,30.8152,0,0,0,0
cln_922,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,21.7,2.75,NA,juvenile,,39.0406,0.00756237,30.7387,0,1,0.605,0
cln_923,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,25.9,1.75,NA,juvenile,,0,0,31.2831,0,0,0,0
cln_924,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,25.4,2.25,NA,juvenile,,0,0,30.8617,0,0,0,0
cln_925,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,24.9,0,NA,juvenile,,36.161,0.0542891,30.478,0,1,4.343,0
cln_926,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,24.8,0,NA,juvenile,,0,0,30.4866,0,0,0,0
cln_927,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,19.8,0,NA,juvenile,,35.0412,0.116842,31.1967,0,1,9.347,0
cln_928,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,21.3,0,NA,juvenile,,34.889,0.12967,31.2846,0,1,10.374,0
cln_929,Jul_22,swab,PRPND009,Pleasanton Ridge Regional Park,7/27/22,BUBO,20.5,0,NA,juvenile,,33.4313,0.351705,31.2022,0,1,28.136,0
cln_930,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,16.5,0.5,NA,juvenile,,0,0,31.1721,0,0,0,0
cln_931,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,44.1,8,NA,juvenile,,0,0,31.786,0,0,0,0
cln_932,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,18.1,0.5,NA,juvenile,,0,0,30.8574,0,0,0,0
cln_933,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,27.4,1.5,NA,juvenile,,0,0,30.5267,0,0,0,0
cln_934,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,34.6,3.5,NA,juvenile,,0,0,30.6405,0,0,0,0
cln_935,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,19.4,0.5,NA,juvenile,extra leg coming out of back,38.936,0.00812387,31.1691,0,1,0.65,0
cln_936,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,37.9,4.75,NA,juvenile,GS44,0,0,30.9141,0,0,0,0
cln_937,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,18.3,0.75,NA,juvenile,extra leg coming out of back,0,0,31.0606,0,0,0,0
cln_938,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,19.5,0.5,NA,juvenile,,0,0,30.6668,0,0,0,0
cln_939,Jul_22,swab,PRPND004,Pleasanton Ridge Regional Park,7/27/22,BUBO,25.5,1.5,NA,juvenile,,0,0,30.7246,0,0,0,0
cln_940,Jul_22,swab,PRPND003,Pleasanton Ridge Regional Park,7/27/22,BUBO,38.4,5.5,NA,juvenile,,0,0,30.7549,0,0,0,0
cln_941,Jul_22,swab,PRPND002,Pleasanton Ridge Regional Park,7/27/22,BUBO,28,2.75,NA,juvenile,,0,0,30.6746,0,0,0,1
cln_942,Jul_22,swab,PRPND002,Pleasanton Ridge Regional Park,7/27/22,BUBO,31.7,2.75,NA,juvenile,,0,0,30.3217,0,0,0,1
cln_943,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,16.2,0.75,NA,juvenile,,0,0,31.0901,0,0,0,0
cln_944,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,16.7,0.75,NA,juvenile,,0,0,31.0009,0,0,0,0
cln_945,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,23.3,2.5,NA,juvenile,,0,0,31.238,0,0,0,0
cln_946,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,18,2,NA,juvenile,may have lost water in bag,0,0,30.6975,0,0,0,0
cln_947,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,22.1,0.75,NA,juvenile,,0,0,31.1304,0,0,0,0
cln_948,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,20.8,0.5,NA,juvenile,red legs,0,0,30.8571,0,0,0,0
cln_949,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,17.5,0.75,NA,juvenile,,0,0,30.8029,0,0,0,0
cln_950,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,19,0.75,NA,juvenile,,0,0,30.9537,0,0,0,0
cln_951,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,17.4,0.5,NA,juvenile,,0,0,30.9871,0,0,0,0
cln_952,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,PSRE,21.6,0.75,NA,juvenile,,37.8214,0.0264601,31.1292,0,1,2.117,0
cln_953,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,59.2,21.5,NA,juvenile,,0,0,31.218,0,0,0,0
cln_954,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,59.1,20.5,NA,juvenile,,0,0,30.7334,0,0,0,0
cln_955,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,67.3,26,NA,juvenile,,34.2189,0.205135,30.6075,0,1,16.411,0
cln_956,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,57.9,18,NA,juvenile,,0,0,31.2378,0,0,0,0
cln_957,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,59.5,18.5,NA,juvenile,,31.1878,1.63351,29.932,0,1,130.681,0
cln_958,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,58.1,19,NA,juvenile,,0,0,30.8537,0,0,0,0
cln_959,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,107.1,110,f,adult,,0,0,31.6816,0,0,0,0
cln_960,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,73,33,NA,juvenile,,0,0,30.7317,0,0,0,0
cln_961,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,190,600,m,adult,,0,0,31.0297,0,0,0,0
cln_962,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,117.1,140,m,adult,,0,0,30.8487,0,0,0,0
cln_964,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,64.6,22.5,NA,juvenile,,0,0,30.9585,0,0,0,0
cln_965,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,60.5,22,NA,juvenile,,0,0,31.2925,0,0,0,0
cln_966,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,64.3,24,NA,juvenile,,37.0915,0.0414902,31.1523,0,1,3.319,0
cln_967,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RACA,66.4,24,NA,juvenile,,0,0,31.288,0,0,0,0
cln_968,Jul_22,swab,CABIN,Blue Oak Ranch Reserve,7/27/22,RADR,130,195,m,adult,called,0,0,31.5397,0,0,0,0
cln_969,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,19.3,0.5,NA,juvenile,,0,0,31.1084,0,0,0,0
cln_970,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,19.9,0.5,NA,juvenile,,0,0,31.4359,0,0,0,0
cln_971,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,20,0.5,NA,juvenile,,0,0,31.6634,0,0,0,0
cln_972,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,20.2,0.5,NA,juvenile,,0,0,31.5912,0,0,0,0
cln_973,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,18.8,0.5,NA,juvenile,,0,0,30.9553,0,0,0,0
cln_974,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,20.5,1,NA,juvenile,,0,0,30.9708,0,0,0,0
cln_975,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,20.1,1,NA,juvenile,,0,0,30.508,0,0,0,0
cln_976,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,17.5,0,NA,juvenile,,0,0,31.7738,0,0,0,0
cln_977,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,21,1,NA,juvenile,,0,0,31.3864,0,0,0,0
cln_978,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,PSRE,18.8,0.5,NA,juvenile,,0,0,31.2918,0,0,0,0
cln_979,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,27.5,0.5,NA,juvenile,,0,0,31.2541,0,0,0,0
cln_980,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,28.6,1,NA,juvenile,,0,0,30.9096,0,0,0,0
cln_981,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,27.4,0.5,NA,juvenile,,0,0,31.0981,0,0,0,0
cln_982,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,26.2,0.5,NA,juvenile,,0,0,31.2874,0,0,0,0
cln_983,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,26.5,0.5,NA,juvenile,,0,0,30.7261,0,0,0,0
cln_984,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,28.1,1,NA,juvenile,,0,0,31.2796,0,0,0,0
cln_985,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,27,1,NA,juvenile,,0,0,31.1882,0,0,0,0
cln_986,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,28.6,0.5,NA,juvenile,,0,0,31.5062,0,0,0,0
cln_987,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,27.1,0.5,NA,juvenile,,0,0,31.6821,0,0,0,0
cln_988,Jul_22,swab,GRAMPS,Blue Oak Ranch Reserve,7/27/22,TASP,25.3,0.5,NA,juvenile,,0,0,30.7504,0,0,0,0
cln_1000,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,20,1,NA,juvenile,,0,0,30.6971,0,0,0,0
cln_1001,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,20.2,1,NA,juvenile,,0,0,30.8326,0,0,0,0
cln_1002,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,18.4,1,NA,juvenile,,0,0,30.9666,0,0,0,0
cln_1003,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,18,0.5,NA,juvenile,,0,0,31.2572,0,0,0,0
cln_1004,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,19.9,1,NA,juvenile,,0,0,31.3438,0,0,0,0
cln_1005,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,17.9,0.5,NA,juvenile,,0,0,31.1033,0,0,0,0
cln_1006,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,19.6,0,NA,juvenile,,0,0,30.847,0,0,0,0
cln_1007,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,18.1,0.5,NA,juvenile,,0,0,30.434,0,0,0,0
cln_1008,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,PSRE,18.2,0.5,NA,juvenile,,0,0,30.5991,0,0,0,0
cln_1009,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,BUBO,84.4,60,m,adult,,0,0,30.9035,0,0,0,0
cln_1010,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,RACA,65.2,47.5,NA,juvenile,,0,0,30.6624,0,0,0,0
cln_1011,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,RACA,80.8,53.5,NA,juvenile,,0,0,30.9478,0,0,0,0
cln_1012,Aug_22,swab,WEST,Blue Oak Ranch Reserve,8/19/22,RACA,133.3,317.5,m,adult,,0,0,31.1294,0,0,0,0
cln_1013,Aug_22,swab,GDPND006,Garin Dry Creek Regional Park,8/20/22,RADR,31.7,3.9,NA,juvenile,,30.8015,1.79414,30.8123,0,1,143.531,0
cln_1014,Aug_22,swab,GDPND006,Garin Dry Creek Regional Park,8/20/22,RADR,36.5,7,NA,juvenile,GS=45,37.155,0.031104,30.8873,0,1,2.488,0
cln_1015,Aug_22,swab,GDPND006,Garin Dry Creek Regional Park,8/20/22,RADR,39.7,7.75,NA,juvenile,,30.7894,1.80803,30.6704,0,1,144.642,0
cln_1016,Aug_22,swab,GDPND006,Garin Dry Creek Regional Park,8/20/22,RADR,40.1,6.75,NA,juvenile,,34.7711,0.142423,30.7304,0,1,11.394,0
cln_1017,Aug_22,swab,GDPND006,Garin Dry Creek Regional Park,8/20/22,PSRE,36.4,11.5,NA,juvenile,,29.1069,5.29099,30.2006,0,1,423.279,0
cln_1018,Aug_22,swab,GDPND006,Garin Dry Creek Regional Park,8/20/22,PSRE,15.9,0.25,NA,juvenile,,0,0,30.9054,0,0,0,0
cln_1019,Aug_22,swab,GDPND006,Garin Dry Creek Regional Park,8/20/22,PSRE,17.2,0.5,NA,juvenile,,0,0,30.7076,0,0,0,0
cln_1020,Aug_22,swab,GDPND006,Garin Dry Creek Regional Park,8/20/22,PSRE,18.2,0.75,NA,juvenile,,0,0,30.8942,0,0,0,0
cln_1021,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,RADR,22.7,1.75,NA,juvenile,GS45,24.0757,131.235,27.4035,0,1,10498.8,0
cln_1022,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,17.7,0.25,NA,juvenile,,0,0,30.7067,0,0,0,0
cln_1023,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,17.2,0.5,NA,juvenile,missing right rear foot,0,0,30.725,0,0,0,0
cln_1024,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,18.3,0.25,NA,juvenile,,33.8019,0.264375,30.5638,0,1,21.15,0
cln_1025,Aug_22,swab,GDPND005,Garin Dry Creek Regional Park,8/20/22,RADR,35.8,4.25,NA,juvenile,,0,0,30.5765,0,0,0,0
cln_1026,Aug_22,swab,GDPND005,Garin Dry Creek Regional Park,8/20/22,RADR,31.4,5,NA,juvenile,GS45,31.076,1.50579,30.2702,0,1,120.463,0
cln_1027,Aug_22,swab,GDPND005,Garin Dry Creek Regional Park,8/20/22,RADR,31.3,4,NA,juvenile,,30.8103,1.784,30.0454,0,1,142.72,0
cln_1028,Aug_22,swab,GDPND005,Garin Dry Creek Regional Park,8/20/22,RADR,33.2,5.5,NA,juvenile,,27.1747,18.1595,28.7192,0,1,1452.76,0
cln_1029,Aug_22,swab,GDPND005,Garin Dry Creek Regional Park,8/20/22,PSRE,21.6,0.75,NA,juvenile,,0,0,30.801,0,0,0,0
cln_1030,Aug_22,swab,GDPND005,Garin Dry Creek Regional Park,8/20/22,PSRE,24.4,1,NA,juvenile,,0,0,30.7465,0,0,0,0
cln_1031,Aug_22,swab,GDPND005,Garin Dry Creek Regional Park,8/20/22,PSRE,16.3,0.5,NA,juvenile,,0,0,30.6716,0,0,0,0
cln_1032,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,18.2,0.5,NA,juvenile,,0,0,30.3926,0,0,0,0
cln_1033,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,15.4,0.25,NA,juvenile,,0,0,30.5641,0,0,0,0
cln_1034,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,18.3,2.5,NA,juvenile,,0,0,30.8902,0,0,0,0
cln_1035,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,13.3,0.25,NA,juvenile,,0,0,31.0348,0,0,0,0
cln_1036,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,18.7,0.75,NA,juvenile,,0,0,30.8518,0,0,0,0
cln_1037,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,20.1,0.5,NA,juvenile,,0,0,30.7803,0,0,0,0
cln_1038,Aug_22,swab,GDPND009,Garin Dry Creek Regional Park,8/20/22,PSRE,21.8,1,NA,juvenile,,0,0,30.8247,0,0,0,0
cln_1039,Aug_22,swab,GDPND008,Garin Dry Creek Regional Park,8/20/22,PSRE,26.5,2.5,NA,juvenile,,0,0,30.791,0,0,0,1
cln_1040,Aug_22,swab,GDPND008,Garin Dry Creek Regional Park,8/20/22,PSRE,26.8,2,NA,juvenile,,0,0,31.1034,0,0,0,1
cln_1041,Aug_22,swab,GDPND008,Garin Dry Creek Regional Park,8/20/22,PSRE,26.6,2,NA,juvenile,,0,0,30.7763,0,0,0,1
cln_1042,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,36.6,12.5,NA,juvenile,,0,0,30.6149,0,0,0,0
cln_1043,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,53,18,NA,juvenile,,0,0,30.3648,0,0,0,0
cln_1044,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,41,12,NA,juvenile,,0,0,30.5047,0,0,0,0
cln_1045,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,57.8,21.5,NA,juvenile,,0,0,30.9625,0,0,0,0
cln_1046,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,46,17,NA,juvenile,,0,0,30.8355,0,0,0,0
cln_1047,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,51.4,15.5,NA,juvenile,,32.4236,0.637132,30.6339,0,1,50.971,0
cln_1048,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,55.8,21.5,NA,juvenile,,0,0,30.9378,0,0,0,0
cln_1049,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,55.1,20,NA,juvenile,,0,0,30.7128,0,0,0,0
cln_1050,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,57.2,23,NA,juvenile,,0,0,30.5988,0,0,0,0
cln_1051,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,RACA,54.4,18,NA,juvenile,,0,0,30.9918,0,0,0,0
cln_1052,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,PSRE,17.1,0.5,NA,juvenile,,0,0,31.0173,0,0,0,0
cln_1053,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,PSRE,19.7,0.5,NA,juvenile,,0,0,31.1261,0,0,0,0
cln_1054,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,PSRE,19.8,1,NA,juvenile,,0,0,30.7493,0,0,0,0
cln_1055,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,PSRE,15.5,1,NA,juvenile,,0,0,30.6305,0,0,0,0
cln_1056,Aug_22,swab,CABIN,Blue Oak Ranch Reserve,8/20/22,PSRE,17.3,0.5,NA,juvenile,,0,0,30.6025,0,0,0,0
